,Room Type,Neighbourhood,Neighbourhood Group,latitude,longitude,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
220,Entire home/apt,Prospect-Lefferts Gardens,Brooklyn,40.6594991756272,-73.9559732616488,149.268817204301,5.64516129032258,24.6093189964158,1.25448028673835,77.1182795698925
221,Private room,Prospect-Lefferts Gardens,Brooklyn,40.6589468049793,-73.9545736929461,67.7842323651452,4.73858921161826,29.6970954356846,2.19917012448133,110.514522821577
222,Shared room,Prospect-Lefferts Gardens,Brooklyn,40.66056,-73.9536508333333,38.1666666666667,2.66666666666667,2.33333333333333,4.33333333333333,197.416666666667
223,Entire home/apt,Red Hook,Brooklyn,40.6773911320755,-74.0102445283019,177.22641509434,4.05660377358491,28.3584905660377,1.15094339622642,102.528301886792
224,Private room,Red Hook,Brooklyn,40.6766904347826,-74.0091269565217,77.9130434782609,3.65217391304348,32.9565217391304,1.43478260869565,86.3913043478261
225,Shared room,Red Hook,Brooklyn,40.6779966666667,-74.00701,49.3333333333333,1.66666666666667,0.666666666666667,1.33333333333333,59.6666666666667
226,Entire home/apt,Sea Gate,Brooklyn,40.576704,-74.00814,649.4,5.4,1.6,1.4,91.8
227,Private room,Sea Gate,Brooklyn,40.578155,-74.01017,84,1,1,3,0
228,Entire home/apt,Sheepshead Bay,Brooklyn,40.5935671186441,-73.9500572881356,169.118644067797,5.23728813559322,24.7796610169492,1.64406779661017,157.457627118644
229,Private room,Sheepshead Bay,Brooklyn,40.5971126744186,-73.9526402325581,77.9883720930233,5.65116279069767,13.6395348837209,1.88372093023256,145.895348837209
230,Shared room,Sheepshead Bay,Brooklyn,40.6005063157895,-73.9558442105263,34.8421052631579,4.10526315789474,33,6.94736842105263,236.368421052632
231,Entire home/apt,South Slope,Brooklyn,40.6648458730159,-73.9854537566138,177.185185185185,5.73544973544974,38.4338624338624,1.3968253968254,79.4550264550265
232,Private room,South Slope,Brooklyn,40.6650801123595,-73.9852934831461,86.314606741573,6.80898876404494,35.2808988764045,1.59550561797753,95.0561797752809
233,Shared room,South Slope,Brooklyn,40.66085,-73.98178,55,2,1,1,0
234,Entire home/apt,Sunset Park,Brooklyn,40.6558912849162,-74.0003301675978,155.290502793296,9.12290502793296,24.7430167597765,1.63687150837989,98.072625698324
235,Private room,Sunset Park,Brooklyn,40.6495466502463,-74.0061699507389,78.0886699507389,4.21674876847291,16.8571428571429,2.18226600985222,114.635467980296
236,Shared room,Sunset Park,Brooklyn,40.653366,-74.00484,48.4,1.2,6.2,1.8,152.8
237,Entire home/apt,Vinegar Hill,Brooklyn,40.7017130434783,-73.9836647826087,224.04347826087,25.9565217391304,14.6086956521739,1.04347826086957,99.695652173913
238,Private room,Vinegar Hill,Brooklyn,40.701163,-73.982631,96.1,2.5,17.2,1.8,32.8
239,Shared room,Vinegar Hill,Brooklyn,40.70156,-73.98199,250,2,37,1,83
240,Entire home/apt,Williamsburg,Brooklyn,40.7133220472864,-73.9532252229984,204.960236432026,6.6947877485223,23.4148307361634,1.43901128425578,83.8479312197743
241,Private room,Williamsburg,Brooklyn,40.7118545634518,-73.9505986142132,85.6756345177665,5.61573604060914,20.938578680203,1.54162436548223,65.7228426395939
242,Shared room,Williamsburg,Brooklyn,40.7102525806452,-73.9475793548387,85.741935483871,4.2258064516129,19.1290322580645,1.58064516129032,95.2903225806452
243,Entire home/apt,Windsor Terrace,Brooklyn,40.654382920354,-73.9777274336283,164.973451327434,10.2035398230088,26.141592920354,1.30973451327434,75.3185840707965
244,Private room,Windsor Terrace,Brooklyn,40.6551504878049,-73.9788826829268,67.3170731707317,4.60975609756098,33.4146341463415,2.19512195121951,105.975609756098
245,Entire home/apt,Battery Park City,Manhattan,40.710032,-74.0167093333333,495.555555555556,23.8666666666667,4.88888888888889,13.1777777777778,84.2
246,Private room,Battery Park City,Manhattan,40.709545,-74.0164025,105.7,2.2,7.75,3.15,127.3
247,Shared room,Battery Park City,Manhattan,40.71078,-74.01623,55,1,205,1,326
248,Entire home/apt,Chelsea,Manhattan,40.7443684158416,-73.9984636633663,281.639851485149,11.539603960396,17.3799504950495,21.0643564356436,112.982673267327
249,Private room,Chelsea,Manhattan,40.7455675539568,-73.9970660431655,156.741007194245,4.91007194244604,33.4388489208633,3.73381294964029,114.830935251799
250,Shared room,Chelsea,Manhattan,40.7455426666667,-73.997966,140.666666666667,3.06666666666667,20.1333333333333,1.86666666666667,183.266666666667
251,Entire home/apt,Chinatown,Manhattan,40.7156944285714,-73.9937837142857,211.842857142857,6.45714285714286,24.9238095238095,1.3,97.3333333333333
252,Private room,Chinatown,Manhattan,40.7155243589744,-73.9940578846154,95.0064102564103,4.67948717948718,29.5641025641026,1.76923076923077,82.4358974358974
253,Shared room,Chinatown,Manhattan,40.715195,-73.99505,61.5,1,47.5,1,56.5
254,Entire home/apt,Civic Center,Manhattan,40.7136828571429,-74.0040828571429,226.428571428571,9.25714285714286,15.4285714285714,2.54285714285714,64.4571428571429
255,Private room,Civic Center,Manhattan,40.7142105882353,-74.0026923529412,120.941176470588,3.88235294117647,5.70588235294118,2.41176470588235,76.1176470588235
256,Entire home/apt,East Harlem,Manhattan,40.7964284297521,-73.9421265495868,189.688016528926,5.5103305785124,29.1425619834711,1.85123966942149,99.4793388429752
257,Private room,East Harlem,Manhattan,40.7957192918826,-73.9424037823834,91.1968911917098,6.12607944732297,35.6096718480138,2.713298791019,97.9689119170985
258,Shared room,East Harlem,Manhattan,40.7981693333333,-73.9425066666667,65.0444444444445,4.8,31.7333333333333,4.04444444444444,84.8888888888889
259,Entire home/apt,East Village,Manhattan,40.7269669791667,-73.9841468923611,223.318576388889,6.890625,23.171875,4.80989583333333,81.4184027777778
260,Private room,East Village,Manhattan,40.7263614746544,-73.9832736866359,115.21198156682,5.74961597542243,26.8494623655914,1.70506912442396,65.2780337941628
261,Shared room,East Village,Manhattan,40.7262165217391,-73.9841904347826,84.0869565217391,4.78260869565217,19.0869565217391,1.78260869565217,42.0869565217391
262,Entire home/apt,Financial District,Manhattan,40.7068351318102,-74.0093773637961,240.971880492091,13.792618629174,8.62917398945518,144.936731107206,214.957820738137
263,Private room,Financial District,Manhattan,40.7072364779874,-74.0085742138365,167.150943396226,7.63522012578616,12.5723270440252,18.6603773584906,119.867924528302
264,Shared room,Financial District,Manhattan,40.7060333333333,-74.00849,120.111111111111,2.66666666666667,2.44444444444444,1.11111111111111,108.444444444444
265,Entire home/apt,Flatiron District,Manhattan,40.740967704918,-73.9884786885246,376.967213114754,6.83606557377049,20.8032786885246,9.22950819672131,135.147540983607
266,Private room,Flatiron District,Manhattan,40.7413028571429,-73.98811,141,3.35714285714286,10.7142857142857,1.64285714285714,114.285714285714
267,Entire home/apt,Gramercy,Manhattan,40.735819707113,-73.9844668619247,248.882845188285,9.14225941422594,21.1589958158996,7.17573221757322,97.8075313807531
268,Private room,Gramercy,Manhattan,40.73486,-73.9839805681818,133.886363636364,3.375,28.2727272727273,1.45454545454545,80.7386363636364
269,Shared room,Gramercy,Manhattan,40.735734,-73.982934,70.6,1.6,27.4,1.4,83
270,Entire home/apt,Greenwich Village,Manhattan,40.7306932280702,-73.9985523508772,299.347368421053,14.9719298245614,16.4526315789474,2.73333333333333,88.6842105263158
271,Private room,Greenwich Village,Manhattan,40.7304280612245,-73.9987436734694,123.948979591837,8.59183673469388,18.734693877551,1.53061224489796,62.1020408163265
272,Shared room,Greenwich Village,Manhattan,40.729715,-73.999435,83,517,0.5,1.5,182.5
273,Entire home/apt,Harlem,Manhattan,40.8145194926829,-73.9475734243902,177.710243902439,7.95414634146341,30.1170731707317,1.37073170731707,97.1043902439024
274,Private room,Harlem,Manhattan,40.8170505445227,-73.948252178091,81.6752081998719,5.27482383087764,28.052530429212,2.75592568866111,111.629724535554
275,Shared room,Harlem,Manhattan,40.8151558333333,-73.9498683333333,67.4166666666667,2.9375,27.125,1.60416666666667,126.145833333333
276,Entire home/apt,Hell's Kitchen,Manhattan,40.7623798034188,-73.991611042735,252.465811965812,11.125641025641,18.4418803418803,17.2470085470085,143.723931623932
277,Private room,Hell's Kitchen,Manhattan,40.7614598507463,-73.9916347014925,133.437313432836,4.15671641791045,39.7865671641791,6.54179104477612,125.3
278,Shared room,Hell's Kitchen,Manhattan,40.7640307070707,-73.9890753535354,95.8383838383838,1.33333333333333,20.1313131313131,4.97979797979798,189.282828282828
279,Entire home/apt,Inwood,Manhattan,40.865809009901,-73.9246624752475,116.495049504951,5.63366336633663,13.5940594059406,1.11881188118812,59.8217821782178
280,Private room,Inwood,Manhattan,40.8649225352113,-73.9247342253521,67.7464788732394,5.29577464788732,21.7957746478873,3.1830985915493,125.767605633803
281,Shared room,Inwood,Manhattan,40.866115,-73.9227825,114.75,2.5,23.75,1.75,113.25
282,Entire home/apt,Kips Bay,Manhattan,40.7418426586103,-73.9794237462236,222.447129909366,14.1450151057402,12.2870090634441,20.9818731117825,135.634441087613
283,Private room,Kips Bay,Manhattan,40.7415250892857,-73.9792789285714,109.508928571429,8.30357142857143,15.1964285714286,2.44642857142857,70.8214285714286
284,Shared room,Kips Bay,Manhattan,40.7430472222222,-73.9792316666667,89.1111111111111,3.44444444444444,3.77777777777778,2.16666666666667,243.333333333333
285,Entire home/apt,Little Italy,Manhattan,40.7188182666667,-73.9971610666667,224.88,10.76,24.4133333333333,6.94666666666667,122.546666666667
286,Private room,Little Italy,Manhattan,40.7187778048781,-73.9973234146342,95.7073170731707,13.9268292682927,22.6585365853659,2.14634146341463,61.1463414634146
287,Shared room,Little Italy,Manhattan,40.71865,-73.9973625,207.5,2.25,9.75,1.5,110.75
288,Entire home/apt,Lower East Side,Manhattan,40.7189823446894,-73.9878781963928,234.725450901804,5.94188376753507,26.7535070140281,1.98997995991984,93.9539078156313
289,Private room,Lower East Side,Manhattan,40.7181025274725,-73.9877452472527,131.07967032967,4.37087912087912,28.5741758241758,1.99175824175824,86.8021978021978
290,Shared room,Lower East Side,Manhattan,40.7130278947368,-73.987677368421,50.7368421052632,23.2631578947368,10.7894736842105,17.8684210526316,242.789473684211
291,Entire home/apt,Marble Hill,Manhattan,40.875726,-73.910566,91.8,2.6,26.4,1,73.8
292,Private room,Marble Hill,Manhattan,40.8757514285714,-73.9113757142857,87.2857142857143,2.57142857142857,5.14285714285714,1.85714285714286,143.857142857143
293,Entire home/apt,Midtown,Manhattan,40.7547095027624,-73.9752768968692,298.192449355433,14.3057090239411,12.0653775322284,21.4944751381215,168.141804788214
294,Private room,Midtown,Manhattan,40.7553855608592,-73.977061097852,243.386634844869,4.34606205250597,14.2124105011933,3.7255369928401,138.966587112172
295,Shared room,Midtown,Manhattan,40.7516539130435,-73.9789013043478,98.1304347826087,1.82608695652174,16.7826086956522,2.04347826086957,76.695652173913
296,Entire home/apt,Morningside Heights,Manhattan,40.8081286577181,-73.9620848993289,149.234899328859,6.18120805369128,7.6241610738255,1.21476510067114,26.2147651006711
297,Private room,Morningside Heights,Manhattan,40.8084761256545,-73.9615042931937,88.455497382199,5.45549738219895,18.1256544502618,1.59162303664921,55.5602094240838
298,Shared room,Morningside Heights,Manhattan,40.808055,-73.9621075,66,3.25,0.25,1.25,3.5
299,Entire home/apt,Murray Hill,Manhattan,40.7474150881612,-73.9759386397985,233.586901763224,18.1662468513854,7.48614609571788,65.1410579345088,191.884130982368
300,Private room,Murray Hill,Manhattan,40.7475801333333,-73.9764118666667,138.906666666667,4.32,17.0533333333333,3.28,86.84
301,Shared room,Murray Hill,Manhattan,40.747222,-73.976042,178.9,1.8,28.4,1.5,137
302,Entire home/apt,NoHo,Manhattan,40.7269888571429,-73.9930575714286,309.328571428571,6.4,11.8142857142857,9.5,103.314285714286
303,Private room,NoHo,Manhattan,40.7269466666667,-73.9928766666667,152.166666666667,2.66666666666667,27.8333333333333,1,118.333333333333
304,Entire home/apt,Nolita,Manhattan,40.7221783950617,-73.9951669753086,295.20987654321,6.71604938271605,23.6049382716049,4.72839506172839,74.2160493827161
305,Private room,Nolita,Manhattan,40.7220261904762,-73.9949035714286,113,7.33333333333333,18.6190476190476,2.25,62.25
306,Shared room,Nolita,Manhattan,40.7227866666667,-73.9951466666667,75,1,82,4,39
307,Entire home/apt,Roosevelt Island,Manhattan,40.7631122222222,-73.9487783333333,224.111111111111,11.6666666666667,13.4444444444444,1.16666666666667,64.3333333333333
308,Private room,Roosevelt Island,Manhattan,40.7631714545455,-73.9486129090909,80.1272727272727,5.14545454545455,17.6363636363636,1.30909090909091,79.8727272727273
309,Shared room,Roosevelt Island,Manhattan,40.7641133333333,-73.9480833333333,43.3333333333333,4,0.666666666666667,1,12.6666666666667
310,Entire home/apt,SoHo,Manhattan,40.7245066949153,-74.0020480508475,364.279661016949,6.40677966101695,18.3432203389831,3.85593220338983,108.572033898305
311,Private room,SoHo,Manhattan,40.7240294782609,-74.002037826087,124.991304347826,5.24347826086957,24.7130434782609,2.34782608695652,119.304347826087
312,Shared room,SoHo,Manhattan,40.724945,-74.000515,147.5,1.5,32,2.5,41
313,Entire home/apt,Stuyvesant Town,Manhattan,40.7316854545455,-73.9786081818182,184.545454545455,15.4545454545455,22.1818181818182,1.72727272727273,91.6363636363636
314,Private room,Stuyvesant Town,Manhattan,40.7319175,-73.97817125,111.291666666667,8.25,2.41666666666667,1.08333333333333,58.25
315,Shared room,Stuyvesant Town,Manhattan,40.73143,-73.97549,56,1,0,1,3
316,Entire home/apt,Theater District,Manhattan,40.7601288957055,-73.9853889570552,318.662576687117,20.1840490797546,8.38036809815951,110,203.398773006135
317,Private room,Theater District,Manhattan,40.7594196721311,-73.9856836065574,156.459016393443,3.18852459016393,23.4098360655738,6.31967213114754,201.795081967213
318,Shared room,Theater District,Manhattan,40.760045,-73.98343,79,2,60,1,183
319,Entire home/apt,Tribeca,Manhattan,40.7177006338028,-74.0073607746479,555.211267605634,13.056338028169,11.6619718309859,53.2816901408451,141.753521126761
320,Private room,Tribeca,Manhattan,40.7178654545455,-74.0077084848485,194.939393939394,4.39393939393939,11.4545454545455,1.15151515151515,68.5757575757576
321,Entire home/apt,Two Bridges,Manhattan,40.7115926923077,-73.9961269230769,169.076923076923,2.92307692307692,25.3846153846154,1.23076923076923,64.1923076923077
322,Private room,Two Bridges,Manhattan,40.7118032608696,-73.9955841304348,103.326086956522,5.97826086956522,31.9347826086957,1.73913043478261,98.695652173913
323,Entire home/apt,Upper East Side,Manhattan,40.7724044720497,-73.9551252795031,213.888975155279,10.7034161490683,15.3835403726708,11.8586956521739,118.641304347826
324,Private room,Upper East Side,Manhattan,40.7735000456621,-73.9537238812785,116.62100456621,5.3972602739726,24.9817351598174,1.9703196347032,99.634703196347
325,Shared room,Upper East Side,Manhattan,40.773877826087,-73.9545647826087,83.6739130434783,7.15217391304348,20.2173913043478,1.95652173913043,130.869565217391
326,Entire home/apt,Upper West Side,Manhattan,40.7862565879479,-73.9753710830619,255.473941368078,11.2776872964169,15.1254071661238,8.95602605863192,99.7337133550489
327,Private room,Upper West Side,Manhattan,40.7925085842027,-73.9706543815201,118.363636363636,6.96125186289121,24.2190760059613,3.2354694485842,93.3874813710879
328,Shared room,Upper West Side,Manhattan,40.788108,-73.97514025,95.225,2.575,30.725,1.575,102.1
329,Entire home/apt,Washington Heights,Manhattan,40.8449156357388,-73.9382608591065,137.350515463918,10.6013745704467,15.2061855670103,2.36769759450172,95.766323024055
330,Private room,Washington Heights,Manhattan,40.8441597033159,-73.9384544153578,65.5671902268761,4.67539267015707,21.5689354275742,1.73821989528796,99.1186736474695
331,Shared room,Washington Heights,Manhattan,40.8454130769231,-73.9379419230769,67.4230769230769,1.23076923076923,14.5,1.5,111.692307692308
332,Entire home/apt,West Village,Manhattan,40.7343733695652,-74.0041170962733,274.187888198758,7.7360248447205,18.4518633540373,7.50155279503106,85.0962732919255
333,Private room,West Village,Manhattan,40.7342037272727,-74.0036598181818,203.663636363636,4.94545454545455,26.4090909090909,1.58181818181818,91.8727272727273
334,Shared room,West Village,Manhattan,40.73543,-74.0033466666667,180,1.33333333333333,32.3333333333333,1,120.666666666667
335,Entire home/apt,Arverne,Queens,40.5921345833333,-73.7948335416667,224.625,1.75,26.875,1.16666666666667,196.895833333333
336,Private room,Arverne,Queens,40.5913177777778,-73.7954385185185,87.7407407407407,1.51851851851852,35.6666666666667,2.51851851851852,180.259259259259
337,Shared room,Arverne,Queens,40.59232,-73.78688,38,1,0,2,95.5
338,Entire home/apt,Astoria,Queens,40.7642723076923,-73.9203998143236,142.427055702918,5.44827586206897,22.2970822281167,1.43236074270557,94.7241379310345
339,Private room,Astoria,Queens,40.7642876219512,-73.9196408130081,96.3455284552846,6.48780487804878,21.4044715447154,3.86178861788618,120.731707317073
340,Shared room,Astoria,Queens,40.7650968181818,-73.9212309090909,152.909090909091,4.90909090909091,16.9545454545455,2.09090909090909,135.5
341,Entire home/apt,Bay Terrace,Queens,40.77728,-73.787,210.333333333333,2.33333333333333,77,1,278.333333333333
342,Private room,Bay Terrace,Queens,40.786215,-73.779365,94.5,3,6,2,165.5
343,Shared room,Bay Terrace,Queens,40.77971,-73.77857,32,2,6,1,169
344,Entire home/apt,Bayside,Queens,40.7625546153846,-73.7703407692308,355.076923076923,3,30.8461538461538,1.07692307692308,152.230769230769
345,Private room,Bayside,Queens,40.7583869230769,-73.7677673076923,59.3846153846154,4.76923076923077,20.2692307692308,2.5,208.769230769231
346,Entire home/apt,Bayswater,Queens,40.605244,-73.7636,137.2,2,13.4,1.2,223.4
347,Private room,Bayswater,Queens,40.6059158333333,-73.7621583333333,66.75,6.5,10.3333333333333,1.33333333333333,200.666666666667
348,Entire home/apt,Belle Harbor,Queens,40.576134,-73.8476,167.4,1.8,6.8,1.2,94.4
349,Private room,Belle Harbor,Queens,40.57618,-73.8514533333333,178.333333333333,1.66666666666667,13.3333333333333,1.33333333333333,340.333333333333
350,Entire home/apt,Bellerose,Queens,40.7359633333333,-73.7177133333333,154,2.33333333333333,0,1.66666666666667,146.666666666667
351,Private room,Bellerose,Queens,40.729574,-73.727159,77.9,1.6,11.8,1.4,259.5
352,Private room,Breezy Point,Queens,40.56573,-73.8699033333333,213.333333333333,1,1.66666666666667,1.66666666666667,100.333333333333
353,Entire home/apt,Briarwood,Queens,40.7100688888889,-73.8146716666667,149.388888888889,2.11111111111111,23,1.83333333333333,165.555555555556
354,Private room,Briarwood,Queens,40.709482,-73.813304,86.8,1.82857142857143,23.4571428571429,5.6,176.228571428571
355,Shared room,Briarwood,Queens,40.71106,-73.8146166666667,67.3333333333333,1.33333333333333,4,3.66666666666667,272
356,Entire home/apt,Cambria Heights,Queens,40.6925275,-73.7351425,147,1.75,40,1,207
357,Private room,Cambria Heights,Queens,40.694207,-73.7363155,71.85,2.2,16.25,1.5,109.45
358,Entire home/apt,College Point,Queens,40.783151,-73.843822,117.6,5.2,25.5,1.2,162.4
359,Private room,College Point,Queens,40.7866377777778,-73.8437488888889,55.1111111111111,3,20.4444444444444,1,118.555555555556
360,Entire home/apt,Corona,Queens,40.7443253846154,-73.8572669230769,119.153846153846,3.69230769230769,38,2,193.076923076923
361,Private room,Corona,Queens,40.7418337037037,-73.8603637037037,55,2.40740740740741,37.3703703703704,1.81481481481481,172.777777777778
362,Shared room,Corona,Queens,40.74333,-73.8637383333333,31.375,1.33333333333333,12.625,6.08333333333333,352.166666666667
363,Entire home/apt,Ditmars Steinway,Queens,40.7751718333333,-73.9114053333333,127.666666666667,4.50833333333333,31.625,1.33333333333333,97.375
364,Private room,Ditmars Steinway,Queens,40.7749008108108,-73.9100332972973,73.5783783783784,4.14054054054054,21.8486486486486,2.11351351351351,133.016216216216
365,Shared room,Ditmars Steinway,Queens,40.77603,-73.90957,61,1,7.5,1.5,0
366,Entire home/apt,Douglaston,Queens,40.76335,-73.7382633333333,134,3,26.3333333333333,1,171
367,Private room,Douglaston,Queens,40.757416,-73.734844,52,1.4,17.6,3.8,226.4
368,Entire home/apt,East Elmhurst,Queens,40.7625549056604,-73.8809235849057,132.339622641509,2.69811320754717,49.7735849056604,1.88679245283019,187.245283018868
369,Private room,East Elmhurst,Queens,40.762901984127,-73.8777503174603,61.5952380952381,1.46825396825397,97.0714285714286,2.8968253968254,165.84126984127
370,Shared room,East Elmhurst,Queens,40.76232,-73.8783933333333,40.6666666666667,1,39.6666666666667,3.16666666666667,89.3333333333333
371,Entire home/apt,Edgemere,Queens,40.5955875,-73.772645,139.75,3,8,1.5,251.25
372,Private room,Edgemere,Queens,40.5941542857143,-73.7743471428571,69,14.1428571428571,11.5714285714286,19,289
373,Entire home/apt,Elmhurst,Queens,40.7388696551724,-73.8779987931034,133.293103448276,5.03448275862069,33.8275862068966,1.87931034482759,118.051724137931
374,Private room,Elmhurst,Queens,40.7403680701754,-73.879109005848,64.1637426900585,7.51461988304094,20.5964912280702,11.2397660818713,129.040935672515
375,Shared room,Elmhurst,Queens,40.738435,-73.87521,45.75,1.125,8.75,2.375,189.625
376,Entire home/apt,Far Rockaway,Queens,40.5974425,-73.7514316666667,263,3.5,6.91666666666667,1.58333333333333,111.166666666667
377,Private room,Far Rockaway,Queens,40.5973847058824,-73.7566764705882,97.2941176470588,6.76470588235294,17.1176470588235,14.2352941176471,204.470588235294
378,Entire home/apt,Flushing,Queens,40.7538989622642,-73.8171618867924,174.72641509434,6.58490566037736,37.311320754717,4.44339622641509,162.72641509434
379,Private room,Flushing,Queens,40.7551547882736,-73.820388534202,63.3517915309446,2.2671009771987,35.3257328990228,4.04234527687296,170.530944625407
380,Shared room,Flushing,Queens,40.75652,-73.8179384615385,143.615384615385,1.61538461538462,1.38461538461538,1.84615384615385,93.9230769230769
381,Entire home/apt,Forest Hills,Queens,40.722663,-73.8480735,179.716666666667,10.0166666666667,24.35,1.73333333333333,104.483333333333
382,Private room,Forest Hills,Queens,40.72104,-73.8466590666667,82.44,4.96,20.3466666666667,2.10666666666667,139.8
383,Shared room,Forest Hills,Queens,40.71818,-73.836275,49.75,3.125,27.875,4,159.5
384,Entire home/apt,Fresh Meadows,Queens,40.7382685714286,-73.7885771428572,143,1.57142857142857,35.4285714285714,1.85714285714286,176.642857142857
385,Private room,Fresh Meadows,Queens,40.7390717647059,-73.7887223529412,62.1764705882353,1.23529411764706,32.2941176470588,2.76470588235294,92.7647058823529
386,Entire home/apt,Glendale,Queens,40.6999630769231,-73.8901488461538,131.538461538462,3.07692307692308,21.8461538461538,1.30769230769231,116.923076923077
387,Private room,Glendale,Queens,40.7015467857143,-73.8883310714286,52.9642857142857,4.53571428571429,31.8214285714286,2.25,175.464285714286
388,Entire home/apt,Hollis,Queens,40.7134775,-73.77117,112.25,1.5,16,2.5,114.75
389,Private room,Hollis,Queens,40.7146366666667,-73.7655966666667,74.6666666666667,2.44444444444444,11.1111111111111,2.11111111111111,135.222222222222
390,Shared room,Hollis,Queens,40.71764,-73.76402,120,1,0,2,365
391,Private room,Holliswood,Queens,40.7224525,-73.77063,135.75,2.5,3.75,1,169.5
392,Entire home/apt,Howard Beach,Queens,40.6594981818182,-73.8466318181818,151.363636363636,4.54545454545455,21.7272727272727,1.45454545454545,250.636363636364
393,Private room,Howard Beach,Queens,40.6638377777778,-73.8432411111111,71.4444444444444,1.22222222222222,3.66666666666667,2.22222222222222,157
394,Entire home/apt,Jackson Heights,Queens,40.7519837931034,-73.8817232758621,124.689655172414,2.91379310344828,33.0689655172414,1.5,133.258620689655
395,Private room,Jackson Heights,Queens,40.7518010619469,-73.8810042477876,63.5840707964602,5.73451327433628,26.4513274336283,7.10619469026549,145.469026548673
396,Shared room,Jackson Heights,Queens,40.7497753846154,-73.8848984615385,37.3076923076923,8.15384615384615,11.8461538461538,3.69230769230769,276.692307692308
397,Entire home/apt,Jamaica,Queens,40.684786625,-73.7875165,138.775,2.3125,42.85,1.875,163.95
398,Private room,Jamaica,Queens,40.6855065277778,-73.7890723611111,74.0347222222222,1.65277777777778,40.2708333333333,4.09027777777778,200.111111111111
399,Shared room,Jamaica,Queens,40.6750116666667,-73.7813716666667,37.8333333333333,1,113.833333333333,5.16666666666667,222
400,Entire home/apt,Jamaica Estates,Queens,40.7179493333333,-73.7909653333333,172.266666666667,2.13333333333333,37.1333333333333,1.4,185.2
401,Private room,Jamaica Estates,Queens,40.719835,-73.788375,223,1.25,9.75,1.25,119.25
402,Entire home/apt,Jamaica Hills,Queens,40.71203,-73.80036,236.666666666667,1.66666666666667,7.66666666666667,1.66666666666667,161.666666666667
403,Private room,Jamaica Hills,Queens,40.714524,-73.797388,69.4,1.6,9.2,1.4,127.2
404,Entire home/apt,Kew Gardens,Queens,40.7073225,-73.8320875,131.125,3.25,2.875,1.375,92.375
405,Private room,Kew Gardens,Queens,40.7088419047619,-73.8299152380952,78.8571428571429,6.90476190476191,13.4285714285714,2.61904761904762,235.095238095238
406,Shared room,Kew Gardens,Queens,40.70713,-73.8310533333333,41,1.33333333333333,9,2,253.666666666667
407,Entire home/apt,Kew Gardens Hills,Queens,40.7259917647059,-73.8203652941177,120.705882352941,3.52941176470588,16.6470588235294,1.11764705882353,134.235294117647
408,Private room,Kew Gardens Hills,Queens,40.7214788888889,-73.8170822222222,96.4444444444444,3.22222222222222,5.33333333333333,1.44444444444444,106.444444444444
409,Entire home/apt,Laurelton,Queens,40.6779422222222,-73.7434555555556,129.333333333333,3.11111111111111,15.3333333333333,1.22222222222222,212.888888888889
410,Private room,Laurelton,Queens,40.6726433333333,-73.7457455555556,61.3333333333333,1.55555555555556,43.3333333333333,3.66666666666667,156.333333333333
411,Entire home/apt,Little Neck,Queens,40.77444,-73.73373,149,3,0,1,3
412,Private room,Little Neck,Queens,40.76231,-73.73235,65,1,6,3.66666666666667,105
413,Shared room,Little Neck,Queens,40.76212,-73.71928,32,3,1,1,88
414,Entire home/apt,Long Island City,Queens,40.7518654201681,-73.9396225630252,177.18487394958,8.83193277310924,19.344537815126,1.51260504201681,99.1764705882353
415,Private room,Long Island City,Queens,40.7527770106762,-73.937211886121,84.6085409252669,4.54448398576512,26.7686832740214,2.83629893238434,139.096085409253
416,Shared room,Long Island City,Queens,40.7552592857143,-73.9359078571429,137.071428571429,2.35714285714286,9.28571428571429,2.35714285714286,58.1428571428571
417,Entire home/apt,Maspeth,Queens,40.7270129545455,-73.9009513636364,121.954545454545,4.70454545454545,39.25,1.5,206.318181818182
418,Private room,Maspeth,Queens,40.7316287096774,-73.89904,59.5161290322581,5.48387096774194,12.2258064516129,7.35483870967742,174.435483870968
419,Shared room,Maspeth,Queens,40.7255666666667,-73.9030633333333,35.3333333333333,1,1.66666666666667,1.66666666666667,127
420,Entire home/apt,Middle Village,Queens,40.7156152380952,-73.8773961904762,132.380952380952,8.38095238095238,34.6190476190476,2.0952380952381,240.047619047619
421,Private room,Middle Village,Queens,40.717756,-73.882757,61.7,1.7,32.8,1.7,150
422,Entire home/apt,Neponsit,Queens,40.57063,-73.8592166666667,274.666666666667,2,15.3333333333333,1,231
423,Entire home/apt,Ozone Park,Queens,40.6805851515152,-73.8478887878788,110.575757575758,3,27.8181818181818,1.81818181818182,157.121212121212
424,Private room,Ozone Park,Queens,40.6818992,-73.8467496,60.52,2.16,23.44,1.96,159.56
425,Shared room,Ozone Park,Queens,40.6835133333333,-73.8446866666667,31.6666666666667,4,2.66666666666667,1.33333333333333,121.333333333333
426,Entire home/apt,Queens Village,Queens,40.7146193939394,-73.7417854545455,103.909090909091,3.51515151515152,54.1515151515151,1.45454545454545,188.969696969697
427,Private room,Queens Village,Queens,40.713592,-73.7443224,61.16,2.92,13.96,1.72,145
428,Shared room,Queens Village,Queens,40.726695,-73.75112,39,1,5.5,1.5,62.5
429,Entire home/apt,Rego Park,Queens,40.726816,-73.86116825,127.125,10.075,29.05,1.525,151.875
